region_id,time_slot,day_of_week,supply,demand,demand_supply_gap
36,106,2,5,119,114
36,106,3,2,123,121
36,106,4,4,141,137
36,106,5,0,109,109
36,106,6,10,116,106
36,107,0,7,103,96
36,107,1,0,78,78
36,107,2,3,111,108
36,107,3,2,108,106
36,107,4,3,96,93
36,107,5,1,111,110
36,107,6,6,97,91
36,108,0,4,92,88
36,108,1,4,106,102
36,108,2,11,113,102
36,108,3,5,105,100
36,108,4,6,123,117
36,108,5,9,95,86
36,108,6,2,96,94
36,109,0,9,100,91
36,109,1,6,90,84
36,109,2,2,92,90
36,109,3,1,90,89
36,109,4,3,100,97
36,109,5,4,57,53
36,109,6,1,78,77
36,110,0,1,96,95
36,110,1,1,79,78
36,110,2,1,71,70
36,110,3,10,104,94
36,110,4,3,96,93
36,110,5,3,78,75
36,110,6,5,71,66
36,111,0,2,98,96
36,111,1,5,80,75
36,111,2,1,71,70
36,111,3,5,77,72
36,111,4,3,75,72
36,111,5,2,84,82
36,111,6,0,66,66
36,112,0,2,66,64
36,112,1,4,75,71
36,112,2,2,70,68
36,112,3,11,79,68
36,112,4,5,96,91
36,112,5,4,78,74
36,112,6,2,78,76
36,113,0,2,59,57
36,113,1,0,68,68
36,113,2,3,67,64
36,113,3,4,61,57
36,113,4,2,77,75
36,113,5,1,68,67
36,113,6,6,73,67
36,114,0,2,63,61
36,114,1,0,56,56
36,114,2,5,71,66
36,114,3,2,60,58
36,114,4,4,88,84
36,114,5,4,53,49
36,114,6,6,65,59
36,115,0,7,73,66
36,115,1,4,61,57
36,115,2,0,60,60
36,115,3,4,48,44
36,115,4,4,81,77
36,115,5,2,58,56
36,115,6,1,66,65
36,116,0,8,86,78
36,116,1,2,56,54
36,116,2,3,59,56
36,116,3,2,51,49
36,116,4,1,60,59
36,116,5,1,47,46
36,116,6,3,66,63
36,117,0,2,63,61
36,117,1,0,74,74
36,117,2,3,65,62
36,117,3,1,64,63
36,117,4,1,63,62
36,117,5,1,50,49
36,117,6,3,74,71
36,118,0,2,72,70
36,118,1,1,57,56
36,118,2,2,59,57
36,118,3,2,62,60
36,118,4,1,63,62
36,118,5,1,59,58
36,118,6,4,51,47
36,119,0,2,68,66
36,119,1,1,60,59
36,119,2,2,61,59
36,119,3,6,86,80
36,119,4,0,64,64
36,119,5,0,48,48
36,119,6,4,52,48
36,120,0,0,89,89
36,120,1,2,96,94
36,120,2,3,82,79
36,120,3,6,95,89
36,120,4,0,73,73
36,120,5,1,82,81
36,120,6,1,62,61
36,121,0,0,64,64
36,121,1,2,71,69
36,121,2,1,66,65
36,121,3,3,69,66
36,121,4,4,61,57
36,121,5,4,63,59
36,121,6,4,60,56
36,122,0,1,55,54
36,122,1,2,64,62
36,122,2,3,58,55
36,122,3,3,50,47
36,122,4,5,57,52
36,122,5,2,49,47
36,122,6,0,36,36
36,123,0,1,51,50
36,123,1,2,59,57
36,123,2,2,67,65
36,123,3,2,69,67
36,123,4,3,64,61
36,123,5,1,46,45
36,123,6,4,45,41
36,124,0,1,46,45
36,124,1,3,51,48
36,124,2,3,45,42
36,124,3,1,44,43
36,124,4,0,47,47
36,124,5,0,53,53
36,124,6,2,49,47
36,125,0,0,53,53
36,125,1,1,43,42
36,125,2,1,53,52
36,125,3,2,57,55
36,125,4,1,45,44
36,125,5,3,51,48
36,125,6,1,34,33
36,126,0,4,53,49
36,126,1,1,60,59
36,126,2,3,53,50
36,126,3,3,39,36
36,126,4,0,52,52
36,126,5,1,58,57
36,126,6,3,53,50
36,127,0,1,49,48
36,127,1,7,48,41
36,127,2,0,49,49
36,127,3,4,46,42
36,127,4,3,53,50
36,127,5,1,36,35
36,127,6,0,37,37
36,128,0,1,37,36
36,128,1,5,51,46
36,128,2,0,52,52
36,128,3,1,36,35
36,128,4,1,46,45
36,128,5,1,35,34
36,128,6,1,41,40
36,129,0,0,35,35
36,129,1,2,33,31
36,129,2,2,42,40
36,129,3,4,40,36
36,129,4,1,52,51
36,129,5,3,52,49
36,129,6,2,48,46
36,130,0,2,38,36
36,130,1,3,51,48
36,130,2,1,42,41
36,130,3,1,33,32
36,130,4,1,50,49
36,130,5,1,42,41
36,130,6,2,27,25
36,131,0,0,30,30
36,131,1,1,30,29
36,131,2,0,37,37
36,131,3,3,38,35
36,131,4,2,35,33
36,131,5,2,48,46
36,131,6,2,32,30
36,132,0,3,38,35
36,132,1,1,33,32
36,132,2,1,40,39
36,132,3,0,24,24
36,132,4,2,41,39
36,132,5,4,41,37
36,132,6,0,30,30
36,133,0,2,32,30
36,133,1,0,32,32
36,133,2,3,32,29
36,133,3,2,38,36
36,133,4,0,31,31
36,133,5,7,45,38
36,133,6,2,35,33
36,134,0,1,25,24
36,134,1,1,30,29
36,134,2,5,38,33
36,134,3,13,45,32
36,134,4,2,38,36
36,134,5,2,39,37
36,134,6,0,30,30
36,135,0,3,22,19
36,135,1,0,22,22
36,135,2,5,23,18
36,135,3,5,36,31
36,135,4,1,32,31
36,135,5,2,37,35
36,135,6,2,23,21
36,136,0,3,44,41
36,136,1,1,25,24
36,136,2,1,23,22
36,136,3,1,30,29
36,136,4,4,31,27
36,136,5,0,28,28
36,136,6,0,14,14
36,137,0,2,25,23
36,137,1,0,32,32
36,137,2,1,31,30
36,137,3,1,21,20
36,137,4,1,22,21
36,137,5,1,23,22
36,137,6,3,29,26
36,138,0,2,28,26
36,138,1,2,17,15
36,138,2,4,28,24
36,138,3,2,23,21
36,138,4,2,20,18
36,138,5,4,22,18
36,138,6,2,18,16
36,139,0,2,24,22
36,139,1,2,13,11
36,139,2,5,24,19
36,139,3,1,11,10
36,139,4,3,11,8
36,139,5,2,11,9
36,139,6,8,19,11
36,140,0,5,22,17
36,140,1,4,16,12
36,140,2,3,10,7
36,140,3,1,18,17
36,140,4,0,12,12
36,140,5,1,13,12
36,140,6,2,13,11
36,141,0,2,13,11
36,141,1,1,14,13
36,141,2,2,13,11
36,141,3,0,13,13
36,141,4,0,17,17
36,141,5,0,11,11
36,141,6,0,13,13
36,142,0,2,20,18
36,142,1,0,12,12
36,142,2,1,9,8
36,142,3,2,13,11
36,142,4,0,12,12
36,142,5,2,8,6
36,142,6,3,11,8
36,143,0,3,17,14
36,143,1,0,14,14
36,143,2,1,10,9
36,143,3,1,15,14
36,143,4,1,12,11
36,143,5,0,10,10
36,143,6,0,14,14
37,0,0,7,134,127
37,0,1,6,130,124
37,0,2,11,134,123
37,0,3,16,149,133
37,0,4,7,180,173
37,0,5,4,151,147
37,0,6,11,187,176
37,1,0,8,127,119
37,1,1,6,90,84
37,1,2,9,94,85
37,1,3,4,107,103
37,1,4,60,292,232
37,1,5,7,139,132
37,1,6,12,143,131
37,2,0,9,100,91
37,2,1,2,77,75
37,2,2,4,83,79
37,2,3,1,90,89
37,2,4,99,294,195
37,2,5,1,108,107
37,2,6,9,154,145
37,3,0,5,62,57
37,3,1,7,73,66
37,3,2,3,83,80
37,3,3,3,94,91
37,3,4,140,357,217
37,3,5,4,97,93
37,3,6,5,93,88
37,4,0,2,91,89
37,4,1,6,72,66
37,4,2,9,79,70
37,4,3,3,69,66
37,4,4,96,275,179
37,4,5,6,105,99
37,4,6,5,117,112
37,5,0,2,72,70
37,5,1,3,67,64
37,5,2,6,67,61
37,5,3,9,88,79
37,5,4,26,205,179
37,5,5,2,81,79
37,5,6,5,94,89
37,6,0,5,65,60
37,6,1,4,82,78
37,6,2,1,53,52
37,6,3,3,59,56
37,6,4,9,173,164
37,6,5,1,83,82
37,6,6,4,101,97
37,7,0,1,44,43
37,7,1,0,53,53
37,7,2,6,63,57
37,7,3,5,57,52
37,7,4,3,135,132
37,7,5,6,75,69
37,7,6,2,78,76
37,8,0,1,55,54
37,8,1,1,41,40
37,8,2,3,57,54
37,8,3,2,45,43
37,8,4,4,110,106
37,8,5,2,61,59
37,8,6,3,74,71
37,9,0,4,56,52
37,9,1,1,50,49
37,9,2,4,47,43
37,9,3,3,37,34
37,9,4,7,124,117
37,9,5,4,61,57
37,9,6,1,54,53
37,10,0,4,40,36
37,10,1,1,38,37
37,10,2,5,32,27
37,10,3,3,42,39
37,10,4,8,93,85
37,10,5,6,57,51
37,10,6,2,54,52
37,11,0,5,43,38
37,11,1,1,35,34
37,11,2,2,36,34
37,11,3,5,41,36
37,11,4,8,69,61
37,11,5,4,54,50
37,11,6,3,57,54
37,12,0,10,62,52
37,12,1,1,29,28
37,12,2,3,36,33
37,12,3,8,55,47
37,12,4,5,71,66
37,12,5,7,62,55
37,12,6,3,59,56
37,13,0,1,37,36
37,13,1,5,41,36
37,13,2,4,21,17
37,13,3,5,29,24
37,13,4,4,67,63
37,13,5,36,95,59
37,13,6,3,47,44
37,14,0,1,31,30
37,14,1,5,37,32
37,14,2,3,28,25
37,14,3,3,36,33
37,14,4,1,49,48
37,14,5,28,72,44
37,14,6,1,36,35
37,15,0,3,20,17
37,15,1,2,31,29
37,15,2,2,21,19
37,15,3,0,22,22
37,15,4,2,55,53
37,15,5,9,57,48
37,15,6,2,45,43
37,16,0,1,21,20
37,16,1,1,27,26
37,16,2,1,20,19
37,16,3,1,28,27
37,16,4,3,51,48
37,16,5,3,40,37
37,16,6,4,38,34
37,17,0,2,27,25
37,17,1,0,15,15
37,17,2,1,30,29
37,17,3,4,25,21
37,17,4,4,45,41
37,17,5,1,22,21
37,17,6,3,22,19
37,18,0,2,24,22
37,18,1,0,21,21
37,18,2,2,25,23
37,18,3,2,19,17
37,18,4,7,42,35
37,18,5,1,21,20
37,18,6,4,27,23
37,19,0,2,24,22
37,19,1,0,16,16
37,19,2,2,23,21
37,19,3,1,14,13
37,19,4,9,34,25
37,19,5,2,20,18
37,19,6,4,29,25
37,20,0,3,26,23
37,20,1,0,20,20
37,20,2,1,19,18
37,20,3,4,19,15
37,20,4,8,45,37
37,20,5,1,21,20
37,20,6,1,24,23
37,21,0,1,14,13
37,21,1,0,15,15
37,21,2,0,19,19
37,21,3,4,25,21
37,21,4,18,44,26
37,21,5,1,15,14
37,21,6,1,19,18
37,22,0,0,14,14
37,22,1,1,17,16
37,22,2,1,8,7
37,22,3,4,18,14
37,22,4,8,26,18
37,22,5,2,22,20
37,22,6,0,17,17
37,23,0,1,10,9
37,23,1,0,17,17
37,23,2,4,21,17
37,23,3,3,19,16
37,23,4,5,26,21
37,23,5,0,14,14
37,23,6,0,17,17
37,24,0,1,14,13
37,24,1,2,17,15
37,24,2,3,13,10
37,24,3,0,15,15
37,24,4,8,32,24
37,24,5,1,17,16
37,24,6,1,20,19
37,25,0,0,10,10
37,25,1,5,19,14
37,25,2,1,12,11
37,25,3,1,14,13
37,25,4,6,23,17
37,25,5,1,17,16
37,25,6,2,22,20
37,26,0,0,8,8
37,26,1,4,15,11
37,26,2,2,14,12
37,26,3,5,18,13
37,26,4,4,23,19
37,26,5,0,10,10
37,26,6,4,17,13
37,27,0,0,8,8
37,27,1,0,13,13
37,27,2,0,11,11
37,27,3,4,14,10
37,27,4,7,29,22
37,27,5,1,15,14
37,27,6,0,15,15
37,28,0,1,18,17
37,28,1,1,9,8
37,28,2,1,12,11
37,28,3,1,12,11
37,28,4,16,33,17
37,28,5,2,20,18
37,28,6,0,15,15
37,29,0,6,20,14
37,29,1,3,13,10
37,29,2,3,16,13
37,29,3,2,10,8
37,29,4,15,32,17
37,29,5,3,19,16
37,29,6,0,16,16
37,30,0,8,23,15
37,30,1,5,13,8
37,30,2,2,18,16
37,30,3,2,12,10
37,30,4,9,23,14
37,30,5,1,12,11
37,30,6,3,13,10
37,31,0,3,18,15
37,31,1,2,15,13
37,31,2,1,10,9
37,31,3,4,21,17
37,31,4,16,28,12
37,31,5,3,22,19
37,31,6,8,14,6
37,32,0,3,17,14
37,32,1,14,31,17
37,32,2,3,15,12
37,32,3,13,24,11
37,32,4,35,48,13
37,32,5,6,18,12
37,32,6,6,18,12
37,33,0,16,27,11
37,33,1,2,8,6
37,33,2,6,19,13
37,33,3,6,19,13
37,33,4,52,71,19
37,33,5,1,19,18
37,33,6,5,23,18
37,34,0,16,33,17
37,34,1,3,13,10
37,34,2,4,19,15
37,34,3,11,30,19
37,34,4,66,82,16
37,34,5,7,24,17
37,34,6,3,19,16
37,35,0,25,41,16
37,35,1,8,21,13
37,35,2,7,23,16
37,35,3,10,22,12
37,35,4,80,103,23
37,35,5,15,30,15
37,35,6,10,30,20
37,36,0,35,50,15
37,36,1,20,39,19
37,36,2,26,40,14
37,36,3,18,34,16
37,36,4,124,140,16
37,36,5,21,46,25
37,36,6,28,50,22
37,37,0,31,53,22
37,37,1,43,70,27
37,37,2,32,46,14
37,37,3,28,50,22
37,37,4,146,164,18
37,37,5,24,39,15
37,37,6,13,32,19
37,38,0,35,62,27
37,38,1,35,68,33
37,38,2,39,68,29
37,38,3,25,41,16
37,38,4,155,196,41
37,38,5,28,55,27
37,38,6,23,39,16
37,39,0,13,166,153
37,39,1,8,156,148
37,39,2,10,133,123
37,39,3,4,133,129
37,39,4,159,262,103
37,39,5,14,76,62
37,39,6,17,64,47
37,40,0,14,195,181
37,40,1,7,146,139
37,40,2,8,180,172
37,40,3,9,147,138
37,40,4,188,305,117
37,40,5,23,89,66
37,40,6,14,67,53
37,41,0,47,247,200
37,41,1,14,192,178
37,41,2,12,215,203
37,41,3,12,189,177
37,41,4,176,319,143
37,41,5,63,146,83
37,41,6,23,80,57
37,42,0,85,379,294
37,42,1,14,304,290
37,42,2,20,286,266
37,42,3,17,264,247
37,42,4,252,435,183
37,42,5,52,165,113
37,42,6,28,122,94
37,43,0,179,530,351
37,43,1,45,353,308
37,43,2,51,399,348
37,43,3,71,388,317
37,43,4,251,523,272
37,43,5,49,165,116
37,43,6,58,159,101
37,44,0,399,760,361
37,44,1,155,527,372
37,44,2,122,575,453
37,44,3,170,553,383
37,44,4,246,540,294
37,44,5,86,259,173
37,44,6,81,209,128
37,45,0,544,930,386
37,45,1,300,727,427
37,45,2,285,742,457
37,45,3,347,817,470
37,45,4,349,698,349
37,45,5,83,283,200
37,45,6,96,222,126
37,46,0,636,1063,427
37,46,1,475,929,454
37,46,2,490,969,479
37,46,3,333,825,492
37,46,4,493,867,374
37,46,5,138,352,214
37,46,6,105,260,155
37,47,0,830,1279,449
37,47,1,905,1385,480
37,47,2,740,1223,483
37,47,3,549,1103,554
37,47,4,748,1112,364
37,47,5,249,497,248
37,47,6,144,335,191
37,48,0,1006,1431,425
37,48,1,1213,1714,501
37,48,2,853,1326,473
37,48,3,633,1130,497
37,48,4,902,1287,385
37,48,5,378,689,311
37,48,6,137,372,235
37,49,0,987,1419,432
37,49,1,1034,1520,486
37,49,2,833,1316,483
37,49,3,690,1214,524
37,49,4,689,1068,379
37,49,5,334,677,343
37,49,6,206,435,229
37,50,0,1083,1554,471
37,50,1,1219,1726,507
37,50,2,809,1354,545
37,50,3,612,1135,523
37,50,4,565,989,424
37,50,5,346,704,358
37,50,6,163,433,270
37,51,0,1217,1700,483
37,51,1,1056,1605,549
37,51,2,800,1328,528
37,51,3,708,1267,559
37,51,4,622,1079,457
37,51,5,387,750,363
37,51,6,168,447,279
37,52,0,993,1549,556
37,52,1,954,1521,567
37,52,2,751,1300,549
37,52,3,702,1287,585
37,52,4,492,949,457
37,52,5,348,734,386
37,52,6,175,482,307
37,53,0,723,1380,657
37,53,1,617,1245,628
37,53,2,534,1227,693
37,53,3,426,1211,785
37,53,4,392,940,548
37,53,5,121,470,349
37,53,6,97,404,307
37,54,0,457,1095,638
37,54,1,550,1257,707
37,54,2,263,1093,830
37,54,3,308,1119,811
37,54,4,272,917,645
37,54,5,92,486,394
37,54,6,25,311,286
37,55,0,503,1186,683
37,55,1,730,1432,702
37,55,2,262,1040,778
37,55,3,366,1136,770
37,55,4,317,881,564
37,55,5,95,534,439
37,55,6,26,350,324
37,56,0,367,1053,686
37,56,1,495,1243,748
37,56,2,159,898,739
37,56,3,228,980,752
37,56,4,305,911,606
37,56,5,90,502,412
37,56,6,15,343,328
37,57,0,289,815,526
37,57,1,430,1027,597
37,57,2,231,851,620
37,57,3,360,1007,647
37,57,4,278,764,486
37,57,5,144,541,397
37,57,6,63,397,334
37,58,0,212,728,516
37,58,1,280,749,469
37,58,2,199,733,534
37,58,3,304,843,539
37,58,4,204,597,393
37,58,5,154,504,350
37,58,6,66,436,370
37,59,0,87,527,440
37,59,1,172,664,492
37,59,2,69,541,472
37,59,3,79,602,523
37,59,4,165,534,369
37,59,5,148,505,357
37,59,6,54,404,350
37,60,0,25,430,405
37,60,1,64,458,394
37,60,2,48,437,389
37,60,3,28,485,457
37,60,4,222,564,342
37,60,5,118,459,341
37,60,6,47,401,354
37,61,0,18,387,369
37,61,1,44,407,363
37,61,2,46,434,388
37,61,3,24,394,370
37,61,4,169,459,290
37,61,5,149,497,348
37,61,6,56,407,351
37,62,0,13,350,337
37,62,1,21,358,337
37,62,2,19,371,352
37,62,3,13,364,351
37,62,4,195,494,299
37,62,5,180,578,398
37,62,6,67,424,357
37,63,0,15,304,289
37,63,1,20,328,308
37,63,2,21,353,332
37,63,3,15,345,330
37,63,4,212,508,296
37,63,5,190,532,342
37,63,6,74,407,333
37,64,0,8,296,288
37,64,1,5,275,270
37,64,2,20,327,307
37,64,3,12,320,308
37,64,4,231,497,266
37,64,5,189,545,356
37,64,6,102,444,342
37,65,0,13,299,286
37,65,1,7,273,266
37,65,2,19,318,299
37,65,3,14,294,280
37,65,4,215,503,288
37,65,5,127,457,330
37,65,6,105,413,308
37,66,0,5,280,275
37,66,1,5,256,251
37,66,2,33,314,281
37,66,3,9,286,277
37,66,4,261,551,290
37,66,5,197,552,355
37,66,6,179,477,298
37,67,0,11,276,265
37,67,1,27,310,283
37,67,2,41,283,242
37,67,3,15,287,272
37,67,4,255,529,274
37,67,5,194,519,325
37,67,6,233,539,306
37,68,0,6,273,267
37,68,1,23,303,280
37,68,2,71,355,284
37,68,3,31,340,309
37,68,4,285,573,288
37,68,5,289,655,366
37,68,6,245,586,341
37,69,0,12,316,304
37,69,1,48,366,318
37,69,2,104,373,269
37,69,3,22,353,331
37,69,4,226,547,321
37,69,5,326,677,351
37,69,6,283,640,357
37,70,0,23,337,314
37,70,1,38,324,286
37,70,2,60,350,290
37,70,3,58,397,339
37,70,4,220,501,281
37,70,5,311,677,366
37,70,6,277,629,352
37,71,0,26,299,273
37,71,1,62,341,279
37,71,2,48,340,292
37,71,3,55,368,313
37,71,4,228,488,260
37,71,5,325,670,345
37,71,6,299,631,332
37,72,0,39,364,325
37,72,1,91,392,301
37,72,2,47,369,322
37,72,3,39,380,341
37,72,4,250,569,319
37,72,5,269,629,360
37,72,6,124,541,417
37,73,0,19,320,301
37,73,1,65,323,258
37,73,2,59,379,320
37,73,3,27,349,322
37,73,4,160,471,311
37,73,5,368,747,379
37,73,6,164,582,418
37,74,0,33,381,348
37,74,1,44,348,304
37,74,2,54,360,306
37,74,3,24,361,337
37,74,4,146,441,295
37,74,5,350,753,403
37,74,6,137,554,417
37,75,0,73,383,310
37,75,1,36,350,314
37,75,2,55,376,321
37,75,3,23,366,343
37,75,4,169,478,309
37,75,5,355,786,431
37,75,6,190,612,422
37,76,0,50,366,316
37,76,1,57,380,323
37,76,2,98,466,368
37,76,3,50,419,369
37,76,4,207,490,283
37,76,5,363,779,416
37,76,6,206,631,425
37,77,0,36,360,324
37,77,1,117,440,323
37,77,2,89,426,337
37,77,3,63,414,351
37,77,4,197,533,336
37,77,5,276,645,369
37,77,6,194,656,462
37,78,0,87,409,322
37,78,1,110,435,325
37,78,2,123,480,357
37,78,3,126,480,354
37,78,4,176,510,334
37,78,5,339,698,359
37,78,6,237,689,452
37,79,0,85,391,306
37,79,1,110,426,316
37,79,2,139,469,330
37,79,3,94,434,340
37,79,4,168,472,304
37,79,5,344,760,416
37,79,6,264,697,433
37,80,0,98,421,323
37,80,1,120,427,307
37,80,2,217,524,307
37,80,3,110,439,329
37,80,4,209,488,279
37,80,5,366,748,382
37,80,6,244,699,455
37,81,0,114,451,337
37,81,1,130,429,299
37,81,2,310,637,327
37,81,3,97,450,353
37,81,4,268,591,323
37,81,5,368,763,395
37,81,6,279,699,420
37,82,0,117,458,341
37,82,1,59,379,320
37,82,2,167,484,317
37,82,3,86,406,320
37,82,4,218,532,314
37,82,5,422,831,409
37,82,6,292,739,447
37,83,0,123,435,312
37,83,1,85,390,305
37,83,2,129,459,330
37,83,3,99,425,326
37,83,4,182,472,290
37,83,5,284,687,403
37,83,6,214,674,460
37,84,0,83,391,308
37,84,1,59,396,337
37,84,2,90,416,326
37,84,3,74,398,324
37,84,4,200,509,309
37,84,5,223,612,389
37,84,6,212,670,458
37,85,0,86,379,293
37,85,1,44,331,287
37,85,2,101,395,294
37,85,3,43,367,324
37,85,4,162,496,334
37,85,5,233,590,357
37,85,6,181,634,453
37,86,0,77,377,300
37,86,1,41,294,253
37,86,2,93,392,299
37,86,3,40,343,303
37,86,4,157,473,316
37,86,5,224,665,441
37,86,6,184,610,426
37,87,0,98,410,312
37,87,1,51,361,310
37,87,2,30,366,336
37,87,3,52,342,290
37,87,4,156,451,295
37,87,5,139,554,415
37,87,6,213,670,457
37,88,0,46,343,297
37,88,1,39,346,307
37,88,2,34,330,296
37,88,3,55,366,311
37,88,4,203,496,293
37,88,5,111,554,443
37,88,6,113,573,460
37,89,0,38,320,282
37,89,1,32,310,278
37,89,2,36,356,320
37,89,3,49,353,304
37,89,4,187,492,305
37,89,5,92,526,434
37,89,6,70,541,471
37,90,0,43,359,316
37,90,1,21,333,312
37,90,2,46,381,335
37,90,3,42,375,333
37,90,4,212,510,298
37,90,5,57,502,445
37,90,6,78,542,464
37,91,0,124,410,286
37,91,1,42,362,320
37,91,2,98,375,277
37,91,3,81,394,313
37,91,4,211,505,294
37,91,5,51,445,394
37,91,6,109,549,440
37,92,0,135,447,312
37,92,1,140,425,285
37,92,2,150,464,314
37,92,3,57,393,336
37,92,4,216,516,300
37,92,5,101,518,417
37,92,6,110,553,443
37,93,0,18,401,383
37,93,1,59,418,359
37,93,2,88,472,384
37,93,3,12,397,385
37,93,4,22,490,468
37,93,5,52,462,410
37,93,6,85,505,420
37,94,0,10,348,338
37,94,1,43,352,309
37,94,2,63,383,320
37,94,3,11,342,331
37,94,4,16,440,424
37,94,5,62,495,433
37,94,6,129,575,446
37,95,0,16,357,341
37,95,1,50,369,319
37,95,2,43,335,292
37,95,3,19,380,361
37,95,4,11,388,377
37,95,5,105,560,455
37,95,6,170,669,499
37,96,0,13,399,386
37,96,1,10,416,406
37,96,2,18,393,375
37,96,3,11,391,380
37,96,4,25,474,449
37,96,5,17,540,523
37,96,6,17,597,580
37,97,0,10,384,374
37,97,1,9,388,379
37,97,2,24,417,393
37,97,3,9,384,375
37,97,4,17,386,369
37,97,5,5,458,453
37,97,6,14,513,499
37,98,0,17,370,353
37,98,1,7,386,379
37,98,2,59,421,362
37,98,3,13,425,412
37,98,4,27,471,444
37,98,5,14,503,489
37,98,6,12,534,522
37,99,0,12,382,370
37,99,1,14,424,410
37,99,2,56,514,458
37,99,3,12,444,432
37,99,4,45,563,518
37,99,5,18,516,498
37,99,6,18,555,537
37,100,0,10,448,438
37,100,1,16,453,437
37,100,2,130,602,472
37,100,3,25,495,470
37,100,4,34,555,521
37,100,5,21,543,522
37,100,6,14,559,545
37,101,0,13,513,500
37,101,1,17,531,514
37,101,2,193,734,541
37,101,3,28,623,595
37,101,4,47,556,509
37,101,5,14,556,542
37,101,6,18,537,519
37,102,0,23,733,710
37,102,1,42,684,642
37,102,2,287,965,678
37,102,3,32,805,773
37,102,4,77,782,705
37,102,5,20,608,588
37,102,6,21,637,616
37,103,0,29,631,602
37,103,1,64,713,649
37,103,2,255,846,591
37,103,3,49,733,684
37,103,4,135,806,671
37,103,5,10,671,661
37,103,6,17,617,600
37,104,0,27,697,670
37,104,1,55,676,621
37,104,2,280,935,655
37,104,3,94,783,689
37,104,4,217,859,642
37,104,5,16,662,646
37,104,6,24,587,563
37,105,0,86,920,834
37,105,1,100,906,806
37,105,2,321,1033,712
37,105,3,160,1025,865
37,105,4,362,1027,665
37,105,5,32,673,641
37,105,6,18,564,546
37,106,0,121,796,675
37,106,1,102,806,704
37,106,2,318,960,642
37,106,3,107,859,752
37,106,4,451,1027,576
37,106,5,26,647,621
37,106,6,18,560,542
37,107,0,70,704,634
37,107,1,133,811,678
37,107,2,368,969,601
37,107,3,91,781,690
37,107,4,360,1011,651
37,107,5,14,583,569
37,107,6,11,559,548
37,108,0,70,829,759
37,108,1,160,943,783
37,108,2,420,1114,694
37,108,3,96,928,832
37,108,4,477,1160,683
37,108,5,16,617,601
37,108,6,12,517,505
37,109,0,92,823,731
37,109,1,154,927,773
37,109,2,362,1073,711
37,109,3,112,861,749
37,109,4,435,1026,591
37,109,5,23,548,525
37,109,6,12,522,510
37,110,0,42,695,653
37,110,1,62,720,658
37,110,2,303,985,682
37,110,3,89,737,648
37,110,4,287,925,638
37,110,5,14,545,531
37,110,6,8,503,495
37,111,0,21,593,572
37,111,1,38,711,673
37,111,2,191,872,681
37,111,3,28,625,597
37,111,4,108,728,620
37,111,5,18,589,571
37,111,6,14,514,500
37,112,0,21,586,565
37,112,1,16,587,571
37,112,2,99,682,583
37,112,3,26,581,555
37,112,4,87,646,559
37,112,5,9,488,479
37,112,6,2,444,442
37,113,0,22,516,494
37,113,1,12,557,545
37,113,2,56,626,570
37,113,3,15,504,489
37,113,4,33,544,511
37,113,5,18,454,436
37,113,6,14,470,456
37,114,0,17,508,491
37,114,1,21,497,476
37,114,2,51,605,554
37,114,3,18,515,497
37,114,4,27,513,486
37,114,5,11,417,406
37,114,6,17,445,428
37,115,0,24,441,417
37,115,1,22,489,467
37,115,2,47,534,487
37,115,3,22,492,470
37,115,4,32,480,448
37,115,5,11,408,397
37,115,6,10,409,399
37,116,0,14,429,415
37,116,1,14,466,452
37,116,2,48,527,479
37,116,3,18,421,403
37,116,4,56,509,453
37,116,5,8,371,363
37,116,6,13,413,400
37,117,0,28,503,475
37,117,1,17,417,400
37,117,2,28,556,528
37,117,3,17,401,384
37,117,4,31,493,462
37,117,5,17,380,363
37,117,6,18,380,362
37,118,0,26,431,405
37,118,1,16,467,451
37,118,2,26,474,448
37,118,3,22,480,458
37,118,4,22,470,448
37,118,5,13,393,380
37,118,6,14,410,396
37,119,0,34,470,436
37,119,1,30,499,469
37,119,2,19,480,461
37,119,3,15,451,436
37,119,4,32,471,439
37,119,5,7,339,332
37,119,6,14,406,392
37,120,0,21,543,522
37,120,1,22,509,487
37,120,2,19,509,490
37,120,3,19,478,459
37,120,4,14,448,434
37,120,5,12,416,404
37,120,6,23,454,431
37,121,0,10,445,435
37,121,1,10,452,442
37,121,2,17,534,517
37,121,3,11,472,461
37,121,4,26,462,436
37,121,5,18,411,393
37,121,6,15,377,362
37,122,0,12,464,452
37,122,1,18,438,420
37,122,2,23,466,443
37,122,3,17,448,431
37,122,4,12,462,450
37,122,5,10,400,390
37,122,6,12,382,370
37,123,0,16,455,439
37,123,1,15,446,431
37,123,2,29,494,465
37,123,3,15,451,436
37,123,4,24,477,453
37,123,5,9,401,392
37,123,6,16,443,427
37,124,0,22,527,505
37,124,1,23,496,473
37,124,2,9,499,490
37,124,3,18,459,441
37,124,4,25,469,444
37,124,5,13,384,371
37,124,6,11,382,371
37,125,0,12,503,491
37,125,1,22,489,467
37,125,2,25,489,464
37,125,3,8,458,450
37,125,4,28,439,411
37,125,5,11,417,406
37,125,6,11,344,333
37,126,0,15,586,571
37,126,1,33,522,489
37,126,2,27,596,569
37,126,3,13,496,483
37,126,4,21,483,462
37,126,5,8,409,401
37,126,6,14,409,395
37,127,0,25,522,497
37,127,1,29,585,556
37,127,2,21,590,569
37,127,3,23,512,489
37,127,4,56,554,498
37,127,5,18,425,407
